10-05-1956 The Ten Commandments 13500000 85400591 85433929
11-18-1959 Ben-Hur 15000000 73000000 73259017
10-07-1960 Spartacus 12000000 30000000 60000000
10-24-1960 The Alamo 12000000 7900000 7900000
12-16-1962 Lawrence of Arabia 15000000 37495385 69995047
11-08-1962 Mutiny on The Bounty 19000000 13680000 13680000
10-04-1962 The Longest Day 10000000 39100000 50100000
05-29-1963 55 Days at Peking 17000000 10000000 10000000
06-12-1963 Cleopatra 42000000 57000000 71000000
10-22-1964 My Fair Lady 17000000 72000000 72071636
01-01-1964 The Fall of the Roman Empire 19000000 4750000 4750000
12-22-1965 Doctor Zhivago 11000000 111897830 112040388
02-15-1965 The Greatest Story Ever Told 20000000 15473333 15473333
10-10-1966 Hawaii 15000000 34562222 34562222
04-28-1967 Casino Royale 12000000 22744718 41744718
06-13-1967 You Only Live Twice 9500000 43100000 111600000
04-02-1968 2001: A Space Odyssey 10500000 59936321 71854587
12-11-1968 Oliver! 10000000 37402877 37402877
12-16-1969 Hello Dolly 24000000 33208099 33208099
10-15-1969 Paint Your Wagon 20000000 31678778 31678778
04-01-1969 Sweet Charity 20000000 8000000 8000000
06-24-1970 Catch-22 18000000 24911670 24911670
06-24-1970 Darling Lili 22000000 5000000 5000000
01-01-1970 Patton 12000000 62500000 62500000
01-01-1970 The Molly Maguires 11000000 2200000 2200000
09-23-1970 Tora! Tora! Tora! 25000000 29548291 29548291
01-01-1970 Waterloo 25000000 0 0
12-16-1973 Papillon 13500000 53267000 53292989
12-26-1973 The Exorcist 12000000 230347346 428214478
12-11-1974 The Godfather: Part II 13000000 57300000 57300000
12-17-1974 Towering Inferno 14000000 116000000 139700000
01-01-1975 Barry Lyndon 11000000 20000000 20169934
06-20-1975 Jaws 12000000 260000000 470700000
12-17-1976 King Kong 23000000 52614445 90614445
06-15-1977 A Bridge Too Far 26000000 50800000 50800000
11-16-1977 Close Encounters of the Third Kind 20000000 169100479 340800479
10-21-1977 Damnation Alley 17000000 0 0
06-17-1977 Exorcist II: The Heretic 14000000 25011000 25011000
06-22-1977 New York New York 14000000 13800000 13800000
11-03-1977 Pete’s Dragon 10000000 36000000 36000000
06-24-1977 Sorcerer 21600000 12000000 12006010
05-25-1977 Star Wars Ep. IV: A New Hope 11000000 460998007 775398007
07-13-1977 The Spy Who Loved Me 14000000 46800000 185400000
01-01-1978 Caravans 14000000 1000000 1000000
04-13-1978 F.I.S.T 11000000 20388920 20388920
06-28-1978 Heaven Can Wait 15000000 98800000 98800000
06-16-1978 Jaws 2 20000000 102922376 208900376
12-15-1978 Superman 55000000 134218018 300200000
01-01-1978 The Boys from Brazil 12000000 19000000 19000000
